user_first_engagement,user_pseudo_id,split_group,is_enable,bounced,country_name,device_os,device_lang,cnt_user_engagement,cnt_level_start_quickplay,cnt_level_end_quickplay,cnt_level_complete_quickplay,cnt_level_reset_quickplay,cnt_post_score,cnt_spend_virtual_currency,cnt_ad_reward,cnt_challenge_a_friend,cnt_completed_5_levels,cnt_use_extra_steps,churned
2018-09-26 14:04:40.270004+00:00,B43BC1AF8B548310005F04BC42441D96,training,1,0,India,ANDROID,en-gb,63,10,6,0,4,4,8,0,0,1,8,1
2018-07-05 19:43:34.321042+00:00,B4723ACA1A6C65BE5D0970DF4166CCBE,training,1,0,United States,ANDROID,en-us,29,3,2,0,0,2,0,0,0,1,0,1
2018-07-16 04:45:42.240008+00:00,CD8DC6D99DF0DF0658BF0A1D57F2FCAB,validation,1,1,Mauritius,ANDROID,en-gb,23,0,0,0,0,5,0,0,0,1,0,1
2018-06-15 12:16:39.846003+00:00,16DDC3D9FF40E5D6EC60259C1FA33E49,testing,1,1,Canada,,en-ca,2,0,0,0,0,0,0,0,0,0,0,1
2018-06-29 18:57:14.614006+00:00,5145D8121071A9EA903A1098034962F6,training,1,0,United States,ANDROID,en-us,8,1,1,1,0,1,1,0,0,0,1,0
2018-10-03 05:30:11.581001+00:00,814DC12FDC4A62A4A0CDCF837F04CB17,training,0,1,Indonesia,ANDROID,in-id,9,0,0,0,0,1,0,0,0,0,0,1
2018-08-22 08:19:37.197001+00:00,E0F2491A4884203D5532C7265B9BB7FD,training,1,0,Greece,ANDROID,en-gb,12,1,0,0,0,3,0,0,0,0,0,0
2018-06-19 09:09:32.663004+00:00,1040DBA6B86179C04C306712B5574EB1,training,1,0,Philippines,ANDROID,en-us,34,4,3,0,0,3,0,6,0,0,6,0
2018-07-09 04:18:39.117001+00:00,2CC293EDCBFA2822994DAFA833FD8B29,training,1,1,United States,ANDROID,en-us,20,5,4,0,0,0,0,0,0,0,0,1
2018-08-29 12:51:10.055002+00:00,422E6C1BCE883C3046E714BA96CB9C72,training,1,1,United States,IOS,en-us,5,2,2,2,0,2,0,0,0,0,0,1
2018-08-04 17:21:34.840010+00:00,5D3AC32A3431337AB937BDAF886D1782,training,1,1,United States,IOS,en-us,5,2,0,0,1,0,0,0,0,0,0,1
2018-06-30 03:57:44.888012+00:00,6016450CCD37EC498397E6CEBFF4209F,training,1,0,United States,ANDROID,en-us,57,1,0,0,0,10,2,0,0,0,2,0
2018-09-27 18:09:22.597009+00:00,7509209FDBB302306A1BD7B1C7BAE24F,validation,1,0,United States,IOS,en-us,12,3,2,2,0,2,0,0,0,0,0,1
2018-09-28 00:50:40.598003+00:00,913C1869CF685AD7BA33300FF99ACBF9,training,1,1,United States,IOS,en-us,8,2,1,0,0,0,0,0,0,0,0,1
2018-09-06 11:41:40.713001+00:00,A63731F3B013758D196E8DF7DEC4C078,testing,1,1,United States,IOS,en-us,7,8,0,0,6,0,0,0,0,0,0,1
2018-09-11 14:27:26.103001+00:00,B5CC3C5C4CC8847CAF03FEC3E44E053A,validation,1,1,United Kingdom,ANDROID,en-us,3,1,1,1,0,1,0,0,0,0,0,1
2018-07-18 00:33:23.821003+00:00,CF8F91E78DE1AB9EC8865DA0EF7C18AF,training,1,1,Puerto Rico,ANDROID,en-us,7,0,0,0,0,1,0,0,0,0,0,1
2018-06-23 21:40:52.853010+00:00,EA8800CC23E789060BAF8F66E10F6940,training,1,1,United States,IOS,en,21,2,0,0,1,0,0,0,0,0,0,1
2018-09-25 18:09:55.320000+00:00,A31EFE1B3F5804E91783311C5C5831D2,training,1,0,United States,IOS,en-us,112,38,23,18,10,18,21,0,0,0,21,0
2018-07-16 20:55:40.618007+00:00,EBB1CACCABBB5860EA42276F0996ED4A,training,1,0,Norway,IOS,nb-no,6,2,1,0,0,0,0,0,0,0,0,0
2018-10-03 03:30:09.675001+00:00,360DC411167B7D9398DB138B8A90C8E0,training,0,1,United States,ANDROID,en-us,2,0,0,0,0,0,0,0,0,0,0,1
2018-09-12 11:44:15.080001+00:00,3E92971A2C61424AE180C6B8938861F7,training,1,1,India,ANDROID,en-us,5,0,0,0,0,1,0,0,0,0,0,1
2018-07-02 11:43:04.537003+00:00,936906C2CB90CE437DBFC01BBD96BA39,training,1,1,United States,ANDROID,en-us,1,0,0,0,0,0,0,0,0,0,0,1
2018-06-26 11:24:47.688004+00:00,978DC1458838F4711A9F1AFDD94611F9,validation,1,0,Mexico,ANDROID,es-us,12,0,0,0,0,4,0,0,0,0,0,0
2018-08-15 02:29:30.930003+00:00,9D5BC931B9A89269AED7080E711A6DE3,training,1,1,United States,IOS,en-us,12,3,3,0,0,0,0,0,0,0,0,1
2018-07-28 12:58:56.602001+00:00,D031112AF5E886F8CB7B5D88C2A6EB2A,training,1,0,Australia,IOS,en-us,11,3,2,1,0,1,0,0,0,0,0,0
2018-09-21 04:36:24.297001+00:00,E9C2321017A4D05416B52F91E917A7E6,training,1,0,United States,ANDROID,en-us,57,0,0,0,0,9,9,0,0,1,9,1
2018-06-21 23:14:06.321000+00:00,1D93828B10CCBF112089BD8003E95178,training,1,0,United States,ANDROID,es-us,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-24 04:30:59.638001+00:00,31C6D36C0D121E1F749FE645D7C7DCAA,training,1,1,Taiwan,ANDROID,zh-tw,6,2,1,1,0,1,0,0,0,0,0,1
2018-08-28 01:16:21.191000+00:00,5037C0017110C4747F0F5F7DF82BC8CE,training,1,1,United States,ANDROID,en-us,1,0,0,0,0,0,0,0,0,0,0,1
2018-09-01 00:45:21.635003+00:00,B8D5DE10186B5B671914B74376050223,testing,1,0,Saudi Arabia,ANDROID,ar-ae,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-26 21:41:04.918001+00:00,D03A64B35BF4F5AA3315A15D9021A7E9,training,1,0,United States,ANDROID,en-us,36,13,13,8,0,8,0,0,0,0,0,1
2018-09-28 17:34:52.786005+00:00,0CE121373708375EAA3E7526568E9A20,training,1,0,United States,IOS,en-us,8,5,1,1,3,1,0,0,0,0,0,1
2018-08-06 15:22:53.430002+00:00,4FCB0434161F0EE1E92046C850A90DD1,training,1,0,United States,ANDROID,en-us,3,0,0,0,0,0,0,0,0,0,0,0
2018-06-19 15:43:56.012007+00:00,602350E883B3000897AF47C349DC59C8,training,1,1,United States,IOS,en-us,10,1,1,0,0,0,0,0,0,0,0,1
2018-09-16 20:23:47.020004+00:00,B5D9D33C6434035B5605B75BBB5B8741,training,1,1,Canada,IOS,en-ca,1,1,0,0,0,0,0,0,0,0,0,1
2018-09-07 23:51:43.970004+00:00,F171FD6F2D0155BDFCE2C41138622EAB,training,1,1,Australia,IOS,en-au,1,0,0,0,0,0,0,0,0,0,0,1
2018-07-09 04:47:01.943007+00:00,0F1E3849A80C270180AB6B9F9F7DA1BE,training,1,0,United States,IOS,en-us,22,1,1,1,0,5,0,0,0,0,0,0
2018-08-26 23:22:45.338001+00:00,4A54D2FCB3C88FA8AEB83370B9959366,validation,1,0,United States,IOS,en-us,14,2,1,1,0,1,4,0,0,0,0,0
2018-07-04 20:00:48.048015+00:00,777D1C5560908C966A6E77B4DD1818CA,training,1,1,United States,IOS,en-us,16,6,5,1,0,1,0,0,0,0,0,1
2018-07-04 19:01:46.013010+00:00,8CAC507F8E1F8404E422E1CC9A786C4C,validation,1,0,United States,IOS,en-us,3,1,0,0,0,0,0,0,0,0,0,0
2018-07-31 22:06:16.693000+00:00,9CD964285A67A18B38E548F57AF81B99,training,1,1,United States,ANDROID,en-us,1,0,0,0,0,0,0,0,0,0,0,1
2018-06-19 05:29:53.174009+00:00,CFA0F8C5E25A71062E573EF8E6BC9F76,training,1,0,United States,IOS,en-us,19,7,7,0,0,0,0,0,0,0,0,0
2018-09-29 12:42:19.829013+00:00,E5047160234ADA0F4D07FD6442DFC201,training,1,0,United States,ANDROID,en-us,49,6,6,2,0,2,0,0,0,0,0,0
2018-07-13 08:37:05.852003+00:00,21CE5B5B5AEC049C3D4CDA89C18B270F,training,1,0,Japan,ANDROID,ja-jp,6,2,3,1,0,5,0,0,0,0,0,0
2018-07-29 02:33:02.053003+00:00,2D2FD2C9E69864274EBA7456E741F1D0,training,1,0,Argentina,ANDROID,es-us,1,0,0,0,0,0,0,0,0,0,0,0
2018-06-18 22:08:54.918001+00:00,34752CBB38EC5E1730FADC1F8D348B92,training,1,0,Mexico,ANDROID,es-mx,27,2,1,0,0,23,0,0,0,1,0,0
2018-08-01 17:57:28.513001+00:00,AC14799A5E8C340D6CADCBAE72037D81,training,1,0,Egypt,ANDROID,en-us,22,2,1,1,0,2,0,0,0,0,0,0
2018-07-15 18:36:56.912001+00:00,C73D0BE8A6C303863FCE487F9996028C,training,1,0,India,ANDROID,en-gb,201,11,7,3,2,23,3,0,2,0,3,0
2018-09-16 15:17:24.995006+00:00,F60A53CDD8838C7228CEC0AFF41446FF,training,1,1,Spain,IOS,en-eg,7,1,0,0,0,0,0,0,0,0,0,1
2018-08-05 17:55:07.626003+00:00,1CFFA77ED72A9F56DC1F26007DFFC222,training,1,0,Canada,IOS,en-ca,72,17,15,0,0,0,0,2,0,0,0,0
2018-07-23 05:25:09.040009+00:00,46CD1BC25288939026C6A0107240C77C,training,1,1,Sri Lanka,ANDROID,en-gb,7,3,0,0,2,0,0,0,0,0,0,1
2018-06-24 22:18:12.400003+00:00,5B0F314F62B74CCD676776E6B51BF450,training,1,0,United States,IOS,en-us,4,2,2,2,0,2,0,0,0,0,0,0
2018-07-11 01:34:37.809003+00:00,843D2D1D8CB55E746C90034831E89FAE,training,1,0,United States,IOS,en-us,3,1,1,1,0,1,0,0,0,0,0,0
2018-06-18 07:00:22.882007+00:00,8F41786DE39F9C50FFA0BC1E36CDB925,training,1,0,United States,,en-us,124,48,47,0,1,34,0,0,0,0,0,1
2018-07-14 02:50:41.870004+00:00,93E117D728FA61CDD42AE547CD74E89E,training,1,1,United States,ANDROID,en-us,1,1,0,0,0,0,0,0,0,0,0,1
2018-08-07 09:10:46.517001+00:00,99C532E3C3875B528AFF60A995C8197D,training,1,0,Saudi Arabia,IOS,ar-sa,64,4,2,0,0,9,4,0,0,1,4,0
2018-06-28 19:59:36.083003+00:00,9C429559A388E2E500C6AE7B47B1B5D9,training,1,1,Greece,ANDROID,el-gr,1,0,0,0,0,0,0,0,0,0,0,1
2018-08-06 17:41:59.152006+00:00,C7FE9CCE94D88A610CDB2C53D3004AF0,training,1,0,Israel,ANDROID,en-gb,50,1,0,0,0,6,0,0,0,1,0,0
2018-07-01 15:37:49.214000+00:00,F3A112872CDE2344FA467D474FA0DB8A,training,1,0,United States,IOS,en-us,3,3,0,0,0,0,0,0,0,0,0,1
2018-09-10 02:24:30.508000+00:00,23A0C344855A5518973086DD8526DB21,testing,1,0,United States,IOS,en-us,21,7,7,3,0,3,0,0,0,0,0,1
2018-06-30 04:57:12.209001+00:00,25B495BC4C57047D5C8F298B348F87C2,validation,1,1,United States,ANDROID,en-us,1,0,0,0,0,0,0,0,0,0,0,1
2018-06-13 03:49:21.128010+00:00,47D5BBC5FFF450A5A5F89B36431532A7,training,1,0,United States,IOS,en-us,7,5,3,2,0,2,0,0,0,0,0,0
2018-07-01 13:23:25.868005+00:00,492BBDE392DE65DE34C1EA95A820CDF2,training,1,0,United States,IOS,en-us,5,1,1,0,0,0,0,0,0,0,0,1
2018-07-02 04:44:41.109006+00:00,A7A3F8F3BB059FC6640DE3821AD9979C,training,1,1,United States,IOS,en,1,0,0,0,0,0,0,0,0,0,0,1
2018-08-21 06:08:46.762001+00:00,A829171B86E4B3C3CD9191BED13833D6,training,1,0,Taiwan,ANDROID,zh-tw,55,0,0,0,0,7,0,0,0,1,0,0
2018-07-20 22:58:53.396005+00:00,C932D21ED052F52DDEAD4C6FE8ABF7DD,training,1,0,United States,ANDROID,en-us,55,0,0,0,0,8,0,0,0,0,0,0
2018-06-19 02:13:45.748009+00:00,F0B84ECACD578E9B52D68AA288A5F2ED,training,1,0,Thailand,IOS,en-us,5,2,1,1,0,1,0,0,0,0,0,0
2018-06-19 21:11:06.159001+00:00,0D2A1727F2166262BD158578D749048F,training,1,0,United States,IOS,en-us,27,0,0,0,0,8,0,0,0,1,0,1
2018-09-26 11:00:21.047005+00:00,1BB448F355B22AFE32A99DF1997D2D61,training,1,0,Indonesia,ANDROID,en-gb,27,0,0,0,0,8,0,0,0,0,0,0
2018-06-18 22:26:15.098009+00:00,1BFA7FC0CC5414AAFA136AA9177FFE58,training,1,0,United States,IOS,en-us,4,2,1,1,0,1,0,0,0,0,0,0
2018-06-28 00:05:20.347008+00:00,2B08ED83FE22406B7E1F117CC2B8FD17,validation,1,1,United States,IOS,en-us,9,0,0,0,0,0,0,0,0,0,0,1
2018-06-21 04:24:50.116005+00:00,44759496F6F519B1A4BEF55BE55C631C,training,1,0,United States,IOS,en-us,8,4,2,1,2,3,0,0,0,0,0,0
2018-06-12 15:41:56.394003+00:00,6D9A8E9618873EF4C1DE90B2C6A978E7,training,1,1,Japan,,ja-jp,24,9,8,5,0,5,0,0,0,0,0,1
2018-06-26 20:02:07.554004+00:00,721DA9AA5066A99EC7B7ACAE534ED5D9,training,1,0,Canada,ANDROID,en-ca,17,5,5,0,0,2,0,0,0,0,0,0
2018-06-29 20:36:18.275001+00:00,7C39C0EE7BB418230FC3E01864D1EBF2,training,1,1,United States,ANDROID,en-us,30,5,2,1,0,1,0,0,2,0,0,1
2018-09-23 02:53:55.384003+00:00,DFC26292336DEF43FF4530297B6AF057,training,1,1,India,ANDROID,en-gb,3,0,0,0,0,0,0,0,0,0,0,1
2018-07-01 01:37:15.643001+00:00,EC84F74842B4635EA86B94A1F38F5E80,training,1,0,United States,ANDROID,en-us,141,1,0,0,0,29,0,0,0,1,4,0
2018-09-22 09:01:39.279014+00:00,00F318B55E522F45AEA8DD1973AF0C07,validation,1,1,Spain,IOS,en-us,22,5,4,1,1,1,0,0,0,0,0,1
2018-06-30 08:31:10.521001+00:00,0F0FACCD83D00FDF46DF586FDC08CD76,validation,1,0,China,IOS,zh-hans-cn,50,15,5,0,4,0,0,0,0,0,0,0
2018-06-22 11:00:35.717002+00:00,708E876A9807A8C1DBCA9A19BC35B702,validation,1,0,United States,ANDROID,en-us,5,1,1,1,0,1,0,0,0,0,0,0
2018-08-20 18:06:45.169000+00:00,B346C11EB6FE5629E4CA61AAF4EFF995,training,1,1,United States,IOS,en-us,2,1,0,0,0,0,0,0,0,0,0,1
2018-06-19 18:34:15.105003+00:00,0DC8D71BCF7D4476AB87E939B8F2CADB,training,1,1,Czechia,ANDROID,cs-cz,1,0,0,0,0,0,0,0,0,0,0,1
2018-06-29 18:23:36.669004+00:00,4577AA859D9AF314CF514CB00DF32D23,training,1,0,Canada,ANDROID,en-us,1,0,0,0,0,0,0,0,0,0,0,0
2018-09-25 01:58:42.369009+00:00,80288DB579015478EA51592601E67ABC,validation,1,0,United States,IOS,en-us,87,35,34,25,0,25,0,0,0,0,0,0
2018-07-21 07:35:09.283001+00:00,8FB9723ED7B61147F30FFA1310089F09,training,1,0,Argentina,IOS,es-ar,228,44,41,7,0,14,0,0,0,1,0,1
2018-06-19 14:04:08.905004+00:00,972A1323E5308A17DD4EF56511826ABF,training,1,0,Germany,IOS,en-gb,45,4,3,0,0,4,0,0,0,0,0,1
2018-06-25 14:01:45.404005+00:00,BE89C8EA9D132E6BD866F4B3A8B1E384,testing,1,0,Australia,IOS,en-au,7,6,2,0,4,0,0,0,0,0,0,0
2018-06-18 09:10:40.106003+00:00,CA49B5B026DA9AC6345AE88642A2EE0C,training,1,0,United States,IOS,zh-hans-us,65,18,18,0,0,0,0,0,0,0,0,0
2018-08-08 19:43:57.762030+00:00,E5BA19D4AD7664651F8F16BDC91CF7D9,training,1,1,United States,IOS,en-us,4,0,0,0,0,2,0,0,0,0,0,1
2018-09-04 02:17:36.653003+00:00,0A74C26349ABD323C5CE34AB8DD52164,testing,1,0,India,ANDROID,en-us,22,5,3,0,1,0,0,0,0,0,0,0
2018-09-16 22:55:06.951001+00:00,0D776A18192B672CB9C9BC0033881F12,training,1,1,Canada,IOS,en-ca,16,4,3,0,1,0,2,0,0,0,2,1
2018-09-28 08:48:34.984001+00:00,1AE32C0B80648F4516DE4830AD288E02,training,1,0,Australia,IOS,en-au,51,3,3,0,0,5,7,2,0,1,7,1
2018-09-13 17:11:19.303007+00:00,2F5BD1921856273F7949A24ABB385A4D,training,1,1,Netherlands,IOS,zh-hans-cn,6,0,0,0,0,1,0,0,0,0,0,1
2018-07-09 18:21:04.538000+00:00,3F5338051A4DEFA32713D2901E541BEE,testing,1,1,United States,ANDROID,en-us,20,6,0,0,5,4,1,0,0,0,1,1
2018-09-16 16:48:57.725000+00:00,4CAFA226273472F1B7C33A476F592230,validation,1,0,Canada,IOS,en-ca,3,1,1,1,0,1,0,0,0,0,0,0
2018-06-16 17:39:05.848006+00:00,5471DAB2C38557CF2E1C5B3993CD98CF,training,1,1,United States,,en-us,4,1,1,0,0,0,0,0,0,0,0,1
2018-06-13 16:14:29.620001+00:00,5C5A0787542CD24F1E19F9EB778BA766,training,1,0,Japan,ANDROID,ja-jp,9,4,2,2,0,2,0,0,0,0,0,0
2018-06-26 03:32:30.633000+00:00,831DD81B71002E6ABE128496A7BC1320,validation,1,0,United States,ANDROID,en-us,23,6,4,0,1,2,0,0,0,0,0,0
2018-06-17 18:23:08.990007+00:00,95895C58CF160A9B37C75E2E8C7D43B3,training,1,0,United States,,en-us,32,10,9,3,0,3,0,0,0,0,0,1
2018-09-07 11:57:38.540010+00:00,96C9119A35171EFE0D0DFAC9E6EA4BE7,training,1,0,Switzerland,IOS,en-us,2,1,0,0,0,0,0,0,0,0,0,0
2018-09-19 16:12:28.003003+00:00,B53191C0087D2817D3ADC0403BC24395,training,1,1,Mexico,IOS,es-mx,1,0,0,0,0,0,0,0,0,0,0,1
2018-08-28 18:46:11.157004+00:00,CDB3E008092CD77C3620521FD1F2EB15,training,1,0,Haiti,ANDROID,en-us,4,0,0,0,0,0,0,0,0,0,0,0
2018-06-18 17:07:16.417005+00:00,E184A4B4ED5FAFEDD19266FB429F3765,training,1,0,United States,ANDROID,en-us,71,31,28,18,1,25,0,0,0,0,0,0
2018-06-20 00:52:52.019001+00:00,E8AA0D95D5317A98F1592D34D75A8946,testing,1,0,United States,IOS,en-us,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-14 04:31:52.843010+00:00,FB88784404E4864870E5DABC75F2C70B,testing,1,0,United States,ANDROID,en-us,13,3,2,0,0,0,0,0,0,0,0,0
2018-06-22 12:10:08.208003+00:00,046F7AEDB64399C9AC0C45905423106D,training,1,0,India,ANDROID,en-gb,34,4,3,1,0,3,1,0,0,0,1,1
2018-09-28 01:54:01.915001+00:00,4D42F2CA79AD318C761BD19A3633E314,training,1,0,United States,IOS,en-us,314,24,22,4,2,31,16,7,0,1,16,0
2018-06-25 13:12:22.423001+00:00,DAEC8229F50A834D3FF0F2FA62BB0BCB,training,1,1,Taiwan,IOS,en-tw,1,0,0,0,0,0,0,0,0,0,0,1
2018-07-01 03:31:46.905004+00:00,F17ACAC7580E0271866781159208DE6E,training,1,1,United States,ANDROID,en-us,1,0,0,0,0,0,0,0,0,0,0,1
2018-07-29 00:42:54.581004+00:00,441387A1F67B6DE82272CEE4692663B4,training,1,0,United States,ANDROID,en-us,12,0,0,0,0,2,1,0,0,0,1,1
2018-06-15 23:10:57.192003+00:00,522BA55B8CE6E00DBC4CDC5DC232E3F1,training,1,0,United States,ANDROID,en-us,9,3,1,0,1,0,0,0,0,0,0,0
2018-06-30 03:30:32.411004+00:00,5499A650A5095E94AADDBEAE43F374D1,training,1,0,United States,IOS,zh-hans-us,18,3,2,0,0,0,1,0,0,0,0,0
2018-07-11 06:04:26.881003+00:00,795BD0A5C9F63554D97DDAC0B7F116A0,training,1,0,Egypt,ANDROID,en-us,53,1,0,0,0,8,0,0,0,1,0,0
2018-09-11 10:10:04.469012+00:00,949C302C906D7FF0DC67D8CC46A169FA,training,1,1,United States,IOS,en-us,11,3,2,0,0,0,0,0,0,0,0,1
2018-09-07 02:37:26.591009+00:00,B913975C2E890CAE4C657D7A7BEDDBDE,validation,1,0,United States,IOS,en-us,7,2,1,1,0,1,0,0,0,0,0,1
2018-07-21 17:31:28.752014+00:00,1A3C9B890548F1BCE865FC5422E08672,validation,1,0,Ecuador,ANDROID,es-us,89,32,6,2,23,11,3,0,0,1,3,0
2018-09-09 08:41:26.759003+00:00,209D3368AB11C7D223A6CF95CD1F6928,training,1,1,Mexico,ANDROID,es-mx,21,0,0,0,0,6,0,0,0,1,0,1
2018-09-11 15:53:49.925001+00:00,34334A1F76389248AC7BE8891F8AF736,validation,1,0,Saudi Arabia,IOS,ar-sa,26,12,5,1,6,1,1,0,0,0,1,0
2018-06-12 22:37:17.371008+00:00,60E45BAEEDDE82230D5F3D658BC4957A,training,1,0,United States,IOS,en-us,8,4,2,2,1,2,0,0,0,0,0,0
2018-06-25 12:37:56.482010+00:00,652B4572D8BD4571D23AF1DF5E40C91C,training,1,0,Australia,IOS,en-au,3,1,0,0,0,0,0,0,0,0,0,0
2018-09-13 05:49:13.341006+00:00,6ACE8E5F89053FA4D33666FD57186211,training,1,1,Canada,IOS,en-ca,1,1,0,0,0,0,0,0,0,0,0,1
2018-07-15 17:11:10.594000+00:00,6B07E90CD14662B55877A7CBC80A1133,training,1,0,United Kingdom,IOS,en-gb,20,10,7,6,3,6,0,0,0,0,0,0
2018-09-16 13:59:08.121000+00:00,8F98311F4D7459AE664493331427C5F9,training,1,1,China,IOS,zh-hans-cn,2,1,0,0,0,0,0,0,0,0,0,1
2018-06-23 17:09:18.309000+00:00,AF2C7C5196C8AC879E4BCDCAAF68D5E4,training,1,0,United States,ANDROID,en-us,3,1,0,0,0,0,0,0,0,0,0,0
2018-09-30 21:43:20.646009+00:00,B1FE899BA05B7808B5535F23BB866E3C,training,1,1,United States,IOS,en-us,10,0,0,0,0,1,1,0,0,0,1,1
2018-07-08 19:55:19.097001+00:00,BB752D348C185313C5411520671D1FB4,training,1,1,United States,IOS,en-us,2,0,0,0,0,0,0,0,0,0,0,1
2018-08-26 07:13:48.215000+00:00,CB4A2EA8C5ADE49FFC648DF400CBBF8A,training,1,0,Tanzania,ANDROID,en-gb,2,0,0,0,0,0,0,0,0,0,0,0
2018-09-06 01:50:21.765008+00:00,E7F45BD93A980C6443443893DCDC0048,training,1,0,Australia,ANDROID,en-au,22,0,0,0,0,6,0,0,0,1,0,0
2018-09-04 12:56:58.703001+00:00,EF4F7A943C2A1C2BEEAE0FA00C253EDB,training,1,1,Japan,ANDROID,ja-jp,2,0,0,0,0,0,0,0,0,0,0,1
2018-07-01 07:37:39.097007+00:00,FCCBC0D8EB688A8DB68C99B21E445E7B,training,1,1,Greece,IOS,en-gr,1,0,0,0,0,0,0,0,0,0,0,1
2018-06-30 23:30:45.810022+00:00,03A8DB80E1F1A6E58C6C5BB1FAA9EC34,training,1,1,United States,ANDROID,en-us,22,0,0,0,0,5,0,0,0,1,0,1
2018-07-01 03:05:31.190015+00:00,24C479917E3E6B0A7ABD5FE95878FC26,training,1,1,United States,ANDROID,en-us,1,0,0,0,0,0,0,0,0,0,0,1
2018-09-07 03:28:19.772000+00:00,3CB80C0D089274FB79040BE72A482779,validation,1,0,United States,IOS,en-us,40,16,16,15,0,15,0,0,0,0,0,0
2018-09-05 21:14:22.066002+00:00,44CB977CB944DE7FD71943CE9A304F9E,training,1,1,South Korea,ANDROID,ko-kr,13,3,2,2,0,2,2,0,2,0,2,1
2018-09-08 12:20:16.126000+00:00,50F6EB87E17D345A431C332D124E07D4,validation,1,1,United States,IOS,en,1,1,0,0,0,0,0,0,0,0,0,1
2018-06-29 06:25:46.979005+00:00,6C84D169F03A64440A7E10713336403B,validation,1,1,United States,IOS,en-us,13,2,1,0,0,0,0,0,0,0,0,1
2018-08-21 21:25:09.230000+00:00,75953CE66AC2140FD48AA21EB6E5AB13,training,1,1,Brazil,IOS,pt-us,17,4,0,0,1,1,0,0,0,0,0,1
2018-09-01 14:41:33.273006+00:00,02B38EE56B5C083073314272A03B507C,training,1,1,Colombia,ANDROID,es-us,4,12,0,0,11,0,0,0,0,0,0,1
2018-06-25 11:21:25.053001+00:00,09A826527E24EFA70A0B7A8BDCD38962,testing,1,0,United States,ANDROID,en-us,22,5,4,0,0,0,0,0,0,0,0,0
2018-08-30 21:39:07.253001+00:00,48F3FC056F6771C91831E4015FFC9E01,training,1,1,United States,ANDROID,en-us,5,2,1,1,0,1,0,0,0,0,0,1
2018-09-27 08:03:56.376007+00:00,56426E5FCFB74B91CF7880ACB3227573,training,1,1,Philippines,IOS,en-ph,1,0,0,0,0,0,0,0,0,0,0,1
2018-06-14 20:21:40.629006+00:00,7DE32F1682C76B28D17414AAA35F4D48,training,1,1,United States,,en-us,1,0,0,0,0,0,0,0,0,0,0,1
2018-08-23 11:38:05.616002+00:00,B8B69DA4C4FE290636C7C1D5B9C759D4,training,1,1,United States,IOS,en-us,3,1,0,0,0,0,0,0,0,0,0,1
2018-07-28 21:28:39.810002+00:00,D8AD849268078BF5BF6AD8E3362D7BC4,training,1,1,Canada,IOS,fr-ca,6,2,0,0,0,0,0,0,0,0,0,1
2018-09-30 01:18:30.968004+00:00,27F028CA5C7821AFA8030D26ECF4DF4E,training,1,1,United States,ANDROID,en-us,11,3,2,1,0,1,1,0,0,0,1,1
2018-06-30 16:59:21.844009+00:00,521AC3696E284496AE40274B6FADB8BA,training,1,0,Mexico,IOS,es-mx,26,2,2,0,0,0,0,0,0,0,0,1
2018-09-07 12:26:34.347024+00:00,6D2A2ACEEBFA6A03101571BEB21FB18E,testing,1,1,Australia,IOS,en-au,57,27,10,0,16,0,2,0,0,0,2,1
2018-07-27 20:39:30.174002+00:00,72251EA3E20EFF796D22FC27740E533F,training,1,0,Pakistan,ANDROID,en-us,29,4,2,1,0,5,0,0,0,0,0,0
2018-08-29 13:15:14.165003+00:00,A9455658C8D1CA53797C04D8B93008FF,training,1,1,Canada,ANDROID,en-ca,2,0,0,0,0,0,0,0,0,0,0,1
2018-09-10 14:24:00.019003+00:00,C9A7C0EA932E2987BB2D0516729A4EB5,training,1,0,India,ANDROID,en-us,1,0,0,0,0,0,0,0,0,0,0,0
2018-09-25 21:56:15.450001+00:00,CF944181D26415BBE956F648FE89A05B,training,1,1,United States,IOS,en-us,5,1,1,0,0,0,0,0,0,0,0,1
2018-10-03 10:16:48.199001+00:00,070F163E8E59260C722023967BB1C529,training,0,1,United States,ANDROID,en-us,2,0,0,0,0,0,0,0,0,0,0,1
2018-08-27 04:28:50.835001+00:00,3D9CD866FA73F2327C3B63DF16A477D9,training,1,0,Taiwan,ANDROID,zh-tw,128,25,8,1,13,21,5,2,0,1,5,0
2018-07-31 21:09:17.309002+00:00,76632219C629CAC04FA90E22A4F2AE64,training,1,1,Bahrain,ANDROID,en-us,10,0,0,0,0,1,0,0,0,0,0,1
2018-06-19 12:58:40.240004+00:00,87CA18FFE32A02A2B3087E3F2D897789,training,1,1,United States,IOS,en-us,3,1,1,0,0,0,0,0,0,0,0,1
2018-07-17 10:31:27.156001+00:00,8C5641397426B0F1F0426853D7B2CE1A,training,1,0,Japan,ANDROID,ja-jp,3,1,1,1,0,1,0,0,0,0,0,0
2018-08-25 10:29:26.210009+00:00,8D5C5B4E8611970F0C9F7D81D4E1724A,training,1,1,Pakistan,ANDROID,en-gb,9,0,0,0,0,1,0,0,0,0,0,1
2018-06-30 15:49:48.856006+00:00,A8C1F147B8873FABBAA4CB371602DD5C,training,1,1,United States,IOS,en-us,5,2,1,0,0,1,0,0,0,0,0,1
