user_pseudo_id,num_sessions,cnt_events_total,cnt_events_first_1h,cnt_events_first_6h,num_distinct_event_types,min_to_first_level_start,min_to_first_post_score,min_to_first_level_complete
BC6503564939EA61982B7111F9051C50,0,349,349,349,22,0,14,15
D7CF81985E633F6AFA5FDA55D9EF68C2,0,128,38,128,12,-1,63,63
E90B98235AB244B2A25A73706E2FC370,0,242,85,129,18,0,24,25
C02F39C65F36DC7B1877254BE3888EE1,0,62,62,62,11,0,0,0
6F0F241207BB23F40E300D8674D30FF8,0,103,103,103,13,0,1,1
89427602D4335C85A7205E64B3347655,0,96,66,66,10,1,7,7
A0DC3A6007EAF2385E9004F7E18435AF,0,106,106,106,15,1,4,2
BBF8B71437AAFAFF4204AD347306E9F9,0,153,76,129,13,,0,
EFD2CD7B7143AB00B21CE82E1C59FA25,0,81,81,81,11,-1,,
C9CA9887D6B75FC79B920F29B5237CE1,0,202,202,202,10,0,3,4
214980227844539E15ABC4C4F3A79C28,0,672,236,236,14,,1,
F8F974AD2BDA35C626EA3B74FB21A243,0,95,95,95,13,,0,
32E3FFAC452648CA8600591F432B926B,0,299,299,299,17,,1,
28740A776812745C2CE2B1525B9EA63A,0,208,208,208,12,1,2,1
94B02BA3020E382B3456932FA88A03AC,0,627,415,415,21,0,9,9
BFD4EBE156525A32FE1824222EB5FDB3,0,156,156,156,19,0,3,
622FA3C49F915DFCFA3E0790EBEA2100,0,144,103,144,16,0,3,3
946DD75500A7131C89F04666937CC3E7,0,196,196,196,12,,0,
4F1B694DAFF34176C808EBFE7A61CAEF,0,1,1,1,1,,,
4F78D8FDAC8011CCAB40816FED99403E,0,135,135,135,9,0,4,2
1148BE774CF0786D864A8DC4A1027F50,0,99,99,99,9,-1,0,0
2F5597A6236A6167CE29E31A6EC12A5F,0,183,183,183,16,,0,
8D0E7EBF4DB95170907FDF54CCB166C8,0,145,93,93,11,0,43,44
CC6DBD8DF7B919648A194DF6910035E3,0,63,63,63,11,0,,
374B723DD4CC38508FE82D09DF14193C,0,74,74,74,11,,1,
F3B828F6494B7972EB521C528012C2C2,0,231,88,88,22,0,28,27
BCE2A810C0ED8C84CC780FDB6BFD2CAF,0,105,105,105,12,,0,
123FDD59B854B863934954D1CF1C7064,0,65,65,65,11,,3,
916152DCBB42EA6DD295A31DBEAD8497,0,148,147,147,12,0,8,8
FC68FD4C1949DC8B96F959281128FBC8,0,744,170,658,20,56,0,59
A8DC644112858EF6E52078F7405F88FD,0,76,76,76,9,0,1,1
45BDDEC4DF8773F88DC51D1AFD145521,0,96,96,96,9,0,6,5
99EFB22FD8C92AC1CA1EAEA79F6318C9,0,224,224,224,17,18,0,
F377266FB96376544FA74161952F7A7F,0,212,212,212,11,-2,7,8
1B022A1C829F79C7F63AEE6E4C7ECBC3,0,112,112,112,19,3,0,
93236F1DDE9EAA3DFFD60A57DDA2DC1B,0,59,59,59,9,0,,
47B20FEDD2CCEE23A0963B478E610B5C,0,103,103,103,12,,0,
657DB8192329319162CC7F615351AE5C,0,95,95,95,11,,2,
C464722AE0E9423DE721E72B8A524141,0,146,146,146,9,0,0,0
153EB882FE1C43202528F580B9B5A250,0,226,226,226,16,0,41,40
9E47E3D31296D18CA70D6364906977EA,0,122,122,122,7,,,
CF06C47EAD622F909BFCC83FF4D0ECE8,0,151,151,151,15,,0,
88E6D3D4433BA2B424A6D5D23A871B97,0,696,543,543,14,,0,
FA5EFC7F0862BE935CF3C0BCCE5C38F1,0,113,113,113,12,,0,
EFC4A3D8A0C002EF7E5A8B117655DA49,0,157,157,157,10,12,,
78161BB39BB13189ED9A6838A9AE45DE,0,66,34,66,11,0,,
6CC0578A772B877C23E449B756B91BCF,0,235,235,235,12,0,13,13
F92B2FB00F381010F8895FDFB47A8331,0,238,32,158,12,0,205,205
7A4635F1DE2C2243E7B07E53306B36CD,0,121,121,121,7,0,,
C11A5633BF6F5C37E2AE3EFC269B69E3,0,409,208,208,16,0,2,2
9B27F8491DC5DA23D369F31250BD8D65,0,92,92,92,14,,1,
C3DDDD01BC219197FCB862218F7DC494,0,109,109,109,11,1,11,10
4810571ACC0E16AC1EF27D345190C520,0,228,228,228,13,,0,
CA05F1C6A3827BC6EBCA6E949CAAF250,0,202,194,194,15,,0,
FCCCA96FC69F9ABD2CE486E809665499,0,76,76,76,12,1,2,3
B71835668F242BB8323196BC157B0FD2,0,134,134,134,10,0,1,0
5E93E43C911DE1ECEA0A7C50390C57A9,0,2011,473,1333,11,0,0,2
E069FDF17198500FCB6DDDF406ABA122,0,149,72,148,18,0,2,1
9AB38AB2AE2B6B15B572DE3AEFB04363,0,241,200,200,22,0,3,4
21D29079D74D0CA82E5850EB9C86F820,0,201,201,201,18,1,1,2
E977791606E1E581D0C7831B41F3A70F,0,293,180,180,22,5,0,
4EA76E484FE62B68F20B5175F591025A,0,71,71,71,10,0,5,4
F2EC9A6A2EA903D1D51A26509041BD23,0,73,73,73,14,,0,
D5AA8A02352703280A47B61A01621DD2,0,73,73,73,10,,2,
7A1371C7EAD50DB944A44ADC0351CB7B,0,144,121,121,7,0,7,
9756BD4A082BFDA01EEE6555ACBE81B1,0,811,405,811,18,0,1,
58930F51C20661E89F5DFDB969131080,0,118,118,118,8,0,1,
1549B246CC2E5336466E091CE6EBC892,0,335,171,335,8,2,,
1AE81ECA4F8037BEB8E0A33D8AA6F337,0,89,51,77,7,0,-10061,
5089AC6385FE504461806F5533E0B536,0,143,143,143,9,0,,
F866B1D9D660101FF4C436E5D93D2C08,0,946,283,409,7,-8845,-10621,
AD0F414A967E7478F1CF2ED1B145F4AD,0,107,66,107,6,0,,
C2D17D9066EE1EB9FAE1C8A521BFD4E5,0,103,30,83,7,0,,
61E97732C90B2E8BC548E5C24292EFA1,0,81,81,81,9,0,1,1
C847E8B9330C7026B295CD4B3B92540E,0,76,43,76,9,0,3,4
706FFCFBAA254E9734D74D6493D4CD2D,0,202,202,202,16,0,1,
4C60F196E2A69D56E37C98AB2BE3CEAE,0,145,145,145,9,0,,
57AF44C73C2441BB587970ACDD4B9B48,0,294,92,101,16,0,2,
2E604D0497DF31C12DDC2CB08F891825,0,59,59,59,9,,0,
20FAB3C823474574C66D25C54C7762D6,0,76,76,76,13,0,4,3
0A8B3658EFEEE8A30763ED36A4152C4B,0,137,137,137,17,0,5,3
74400F1A2EC645DA4C2FB819FADB268A,0,407,101,373,18,0,3,
C64FDEA4F0B0743BCF6CEDB45FEE8AB7,0,66,66,66,8,0,1,0
AED01413FADF3257A5FE6BF8626EDB3B,0,508,421,508,14,,1,
7CB4F979C9025D90BBBA34B3F3BF80C4,0,157,107,107,15,0,3,
81BFFE61CAB181676917D75F1B617CB2,0,92,92,92,8,0,-319,2
36DB37519B2E04EA1F19AF331EECB824,0,200,200,200,12,,0,
2B7A9B27F21A4E01A56508388AA3D2C8,0,157,40,145,13,,179,
8594313D5731CC432E46A681AFA0082E,0,65,65,65,12,,1,
DAB972641CDD57B498702CA343A4ABCF,0,69,69,69,9,,-6,
F2ACDC8D64D4218BA63EB8732C110BA5,0,74,74,74,10,0,1,1
2D50DBCAED9814D3E5E96B6428779B55,0,103,38,103,8,0,,
1F0D27B8A7E058446D4A6409E2E73B19,0,184,184,184,9,0,1,1
E72D769AF502092418AB152D61DCE176,0,103,103,103,9,0,0,0
0978B829D0EC73AA106F3C63457A7D8B,0,156,156,156,12,0,1,1
D1833630D8651D4489E046EE90FB602F,0,105,105,105,10,0,2,3
22D92FEEDDFE169270DE4F6F15456EB3,0,205,189,205,17,1,5,11
A0242669AE5A9134CC2FB78083976461,0,75,75,75,7,0,0,
ACEC237EDDCD21DE77B2FE430409E4A1,0,423,327,327,21,368,0,
5907EC1A302D5F43AFAF60BFEF04324B,0,285,276,285,13,0,2,
47647C4C68BAB7131B4EE2EAB8E2345E,0,105,97,97,15,408,1,
803C166FA01C0C4274151BA550E185E4,0,94,82,94,12,,0,
25E0FC5E665C8B194365A33EEF2E69B6,0,234,113,113,16,0,1,
AC68EC09273CA748F27176E248F031E5,0,99,51,99,15,,0,
5C155534D30CA9890A62826A2FD82080,0,100,1,100,11,,150,
4060CFCD63924AEBFE1C778E3F4EEA3E,0,298,187,187,11,0,,
A614BF833FC00F492034EEA1B2CB5544,0,89,11,73,6,29,,
6D2FB4178E8C998CADA1396C27E73515,0,183,3,183,5,99,,
8C98AF27A71D5D85B7364C69D1430A57,0,258,35,258,6,0,,
D35A7CD01D1A7221C95033D88FEF95AD,0,381,119,119,14,1,,
777B69AA512923F3A38A7B635EB97ADC,0,67,67,67,9,0,6,
3CB80C0D089274FB79040BE72A482779,0,178,178,178,9,0,0,1
374D5CDB7AF356218A9BC3E90E4B53E8,0,676,672,676,10,0,1,0
2C2D9D051A784492EDD74FDEE6DAAD56,0,80,80,80,10,0,0,
9DCDA332E12E1ABACC2B034A1A4F3681,0,185,185,185,14,0,4,
57CC3D00AF896BC5B330A8749995AE5E,0,193,193,193,15,0,8,8
2516509583601EB58C624AA7B9FB3C18,0,116,116,116,10,,,
C1B1ADBE5F9937FCC1CDB9F504D1E5A0,0,162,162,162,12,0,5,5
BACA48B2A0FF868DB936CC1D56808F42,0,70,70,70,9,1,,
1611A8EAF92912A6AE4289CE15EB7411,0,258,49,201,10,0,3,3
AEC67B85D45E5829E15D10920700B39F,0,69,69,69,10,0,4,4
209F61E1408331118A1929019A12FF0D,0,154,78,130,12,0,1,1
55B7A1F7ECC359677AD920A04511186F,0,75,27,75,12,0,1,1
3B2A2853F8F553B0986D76360C4E8DB2,0,273,273,273,16,,0,
830461B02C9A488AFF82BA7AA8C58052,0,76,75,76,16,0,1,
23492C247323295946E3B51C8BA56D89,0,67,67,67,11,0,5,5
FE57ACE9DC234A25BDAD9CD6BC190B83,0,288,288,288,12,0,2,2
99350B2A1888DEF7EE39DFBF05CF1B5D,0,149,149,149,18,,0,
7709833232AD9720F6DD21A2F5D8690A,0,63,63,63,10,,0,
57C80420C2F00E682DDE7410CF10B4C4,0,106,106,106,11,0,-104406,0
B00AF946385237F4CC380547015086D1,0,462,130,130,19,,0,
3745F700BAD39C72B06F4C4B82F2B509,0,67,67,67,12,0,3,3
DC14701AE5C2808151BE7008898B13B8,0,228,103,103,23,0,1,1
C28D43B6BCAE91E34771B20A7DB38275,0,131,131,131,15,0,2,2
E9E5F240CB8C342D17732D87C7B02730,0,63,63,63,11,1,,
930C620D37EB29FD251102BA9FAB2DA9,0,164,65,65,19,579,0,580
8BFC094ADB7C9840E2F95B2921F9336B,0,100,100,100,18,6,1,
FBAE40C1C6A2210AA29158BE6256FC5E,0,90,89,90,13,,1,
2992088E1CBB30548C54786702C24CDE,0,136,136,136,15,0,1,
FFC07D8A1CDF1CFCEEA3937D37D012EE,0,144,144,144,15,0,,
A5D2D3E1A07D15963BE22DEEEB5A5D14,0,72,72,72,9,0,1,0
288FBDD45A732242BC8BE2C1C06F63E2,0,390,390,390,17,1,2,2
A4A50819C20316DAE5F970E374BBB030,0,77,57,77,10,0,192,192
FF11C3F604886107690160933B027275,0,200,68,192,11,,0,
DC6051D104A07C8E1FFB5718A68238BB,0,172,160,172,13,146,1,
A5A56F3717C923CECBB9247595F6CA5F,0,255,237,255,7,0,,
6DB38E0BBE020D9A439AC11401548BC3,0,1,1,1,1,,,
02B2A6606975971F9D79F56EF63D6A24,0,61,61,61,7,0,,
413256B50FDB2FC68C1913539EC2DB31,0,85,27,84,7,0,,
4281BB3FAE449C13BAF8697D53DD2BE4,0,122,10,76,11,0,,
F6C7487E08B33808B67130FFD37DEFD9,0,110,110,110,7,,,
58B1B1C1E1752C6C6D538CE8F329E62E,0,86,37,86,9,-1,,
FE8EFC9CFDDD3C8BC4DA48F5A4D79567,0,319,24,86,7,0,,
B1A68CE17FE874CA7C589F05A39729E4,0,114,82,102,7,0,,
BFF1A19920227E02D472A1BE39FDB719,0,79,78,78,10,0,1,1
F475A23EE0B80DC59250CBB1C35AFB3E,0,181,181,181,13,,0,
B234DE95E7BA43F7D422B2A2ED211629,0,107,107,107,15,,2,
AA22BB2C4E3042B8C3B85D373A252BBC,0,174,105,105,14,0,1,
BC4975868D38E7BA0AC93C69B4FE6FF5,0,390,64,390,14,0,61,61
D4EB803AB591614FBCDD778FB166AE0B,0,69,69,69,10,-1,1,0
B018BF69C3590444673CA3141BC263D7,0,72,72,72,10,0,2,2
257B4F4CB50FD4B4808AF1B62FBD456A,0,99,99,99,14,0,47,
790018C504C0AD964C8DD8F4F397927F,0,76,76,76,13,,0,
D7C4BD696A49356175EE064AC6195452,0,142,73,73,17,1286,0,
27951B102A564E3FF875726564A141FF,0,346,323,323,12,1,574,574
6353DEF647A531EEB7F7B124187672CE,0,63,63,63,8,-1,,
25B3AAEE19578D885353690F6B246375,0,62,62,62,11,0,2,2
654F30C1312F6C1A26DFDA9F076A62D8,0,214,121,212,9,-1,6,6
EF5248DCE9300BA3D17219E29508ECD0,0,61,58,61,11,,1,
48D0C822ACA6BD0B5FBA8ECD27CBB247,0,112,47,112,17,0,2,1
DC16CFBE43A591C7D18D4BE0BBC2E6CE,0,111,111,111,12,1,1,
74CE0B2D3F78299DAFFB56CA001B7BC5,0,236,236,236,13,0,1,
6C322EA1E1D39E92FB4460797A8881CB,0,98,98,98,11,23,,
AEBD9AD786D08DFF0B862FF87C9E9BB9,0,260,200,200,11,1,10,10
19094EE069586B9DB1EE9A19F3B2ECD2,0,132,110,110,9,,0,
8F076E3AC36562F5F3C8B9EBCEB1C29D,0,159,127,159,13,,6,
23A02474E07DBB06E55D9CD82DB8E009,0,82,82,82,16,,0,
50D5028F1DCE89BE37B46B55CACE5D14,0,635,248,440,16,,0,
D4C8E3E0EFC45C3D60AB3F0F305489AF,0,290,135,135,10,-2,-14460,-1
9DFC6466DFDBDE2D6D93E3F8693283C3,0,186,186,186,15,,0,
6016450CCD37EC498397E6CEBFF4209F,0,224,216,224,15,1,17,
BB04ADFC36810787A70AA8B798F7065B,0,133,85,133,15,0,1,1
6F1E23A7827B2844B805E96DB4B740B0,0,141,65,65,11,,1,
7AE4084BAA29B1987E51BF2964646805,0,141,15,141,12,0,72,72
F2D4C11350064031EA8AC50AA63F94A8,0,118,118,118,10,1,,
1213ED1E96B0A49B51C0F7683DB2ACCC,0,283,143,178,12,1,8,8
52AD82D3ED9AA51B63F1903ACF8209D7,0,149,149,149,12,,0,
0053BF563994B28D4A8035CEE4215F2F,0,117,117,117,11,,3,
6E6F601F343765392127DF415599B125,0,106,106,106,17,,0,
51B4E400F79DB1FC7EE8E4C87DAA4BBC,0,61,61,61,11,2,2,
FED70CFCB28A50EF6EC64A939BBDB469,0,139,89,139,16,,0,
ABBE136CDE4F0C6C058D79978F695300,0,153,153,153,11,0,,
72F61883EF67515CBBFEFBBDFF93210A,0,88,88,88,10,,-1,
86B386FCDE953B414B9AE6A138445B84,0,91,91,91,15,0,,
CC2AA376D92831200B850CA2CA3E92A8,0,85,85,85,14,,0,
A516E6C57DEA6B0DB1D53021C406FD30,0,258,258,258,8,0,,
06146076DEB15AFF1DF48E928B18544C,0,62,62,62,10,,2,
C14A95DFD8457015BFFCBAF2431EAFCF,0,105,105,105,15,,0,
F1A4ACA5337DF6B0DAE14420BC457CE3,0,61,61,61,12,,0,
F1837BABA3EA2FF5EC073C140D23066E,0,91,91,91,12,,0,
29574BB59EAA97D018CE2997AD553C38,0,71,71,71,11,,1,
635808C1DDFBC662DC3015097E26E62A,0,656,144,265,13,0,2,2
4C36BFA4815653041AECFAE3AC23F60B,0,170,29,60,13,0,3,2
626E752BEFB7A66231B9CBEB3B4FAB1C,0,82,82,82,11,2,4,4
E6C683B667548F68CECEEE709B23DA46,0,136,136,136,12,,2,
FB1F87054CBD0625890297427AAAD990,0,691,394,637,22,0,2,1
1CC6149DC59EC6D8FC8B08CFD7912987,0,70,42,70,11,0,1,1
025CEDD98F1E38B50D543FAD0BDA49EF,0,88,88,88,14,0,,
E1735A9FB21570C20964C678C95CB784,0,87,87,87,14,0,0,2
3EC7EB9DC1E671766B10C00C9E81796E,0,100,100,100,10,-1,0,1
49175736CECB734EE70237CCDEE76DC5,0,168,72,168,9,0,2,4
ADA0082F4F191F3A9C9CBD2E2EA4750E,0,84,84,84,10,0,0,1
BA080D2B8FCE6B073BB3C0C82455A485,0,98,98,98,14,,0,
08F419D33605DA4495326A1D22DBD6B3,0,59,59,59,11,,7,
4ABF69A40A3BC6057CD49D74A6C18AC2,0,156,127,127,14,,1,
4AEEE533D8FAED4AD0A9227618CD296B,0,1112,68,236,13,0,3,3
29A1FDC7F3468B3DB22FAE2E54BFD382,0,73,73,73,9,0,1,2
17F305784F6122044AAF986606DF6F51,0,66,66,66,10,0,0,1
71381569682468BBBB8936278290D669,0,540,262,401,23,0,1,1
0BA211F804FF458F657EBC18DDEA8738,0,72,41,72,9,0,0,0
A3BF370CA79411DED3D5E806B291933D,0,72,72,72,10,,0,
860EFF376090269DF25684D8769DF55F,0,134,77,112,14,0,4,
209D3368AB11C7D223A6CF95CD1F6928,0,93,93,93,13,,0,
37B003197370E8FB7DA7A2FA4ED09427,0,135,135,135,14,,0,
2C8294A0EF5FF73A6C43819F67D450F4,0,95,72,95,14,0,1,
2F06297759B05D2703FF61344E0AF834,0,241,32,173,12,0,2,1
3C94E696C9FE64D9F203A40FECDA5A2A,0,316,316,316,12,,2,
00561AFE95D32829E7B01AE07B4A4566,0,137,137,137,13,0,,
ECA13CC766D636779E38EEE568EAB027,0,113,113,113,7,0,,
733FD50FD08F351E54DBC2C9FC0D9B09,0,106,106,106,10,0,0,0
2AE16CCCFC6A5302F2AB41CDD3192014,0,86,70,71,13,0,0,1
43EB2EA474E77679E6F87494A58E341E,0,136,136,136,11,0,1,1
2CBC72DDE990377549A3E793ABA078D9,0,215,215,215,21,0,2,2
7EAE2FF6A2E45A56954795EE7FA84A9E,0,198,109,109,21,0,1,2
47A899631A240C70DD743B9F91B8621F,0,188,188,188,15,,0,
3A7EA807EE2B30654EE554FBBE0C8DAF,0,431,423,423,15,1,11,
779BD82ECF83AC881E311EDDD3D31067,0,97,97,97,14,,0,
907E435730D7DB85E34CF7DC57EFBE4B,0,162,162,162,18,0,8,
62E2E7DF76173ED513E0FFE9ACB2BF65,0,80,80,80,11,,0,
837C60D66F57E9B777E91E642149E06C,0,199,199,199,12,0,8,8
95895C58CF160A9B37C75E2E8C7D43B3,0,123,63,123,11,0,3,2
7BDF1AC3772130EFEFFCE25FB307C0B7,0,89,42,89,11,,138,
628BD84E54E44DD7E79A60FB9102A985,0,111,111,111,14,0,5,5
C77E351A1740BEE7A57B58DC5003A54D,0,75,75,75,8,0,1,1
D3811A393ED054FE5E5C18CF1D8DE073,0,99,99,99,11,,1,
A51128E8CFDD686155CB07E35B410A57,0,138,138,138,15,,0,
DEF2530E2AF38393F24B8BFBCE9F6A03,0,135,135,135,13,,0,
712240BA0F93717BDA01B4FA84CD3616,0,66,66,66,10,0,2,1
8C0B6F37A58D91D2367924CEDF37CC48,0,84,84,84,8,0,,
AEC2CA5E93CD385AF322CC8B6E9C5534,0,202,202,202,20,1,1,
7284B4F8F12BD6979067AF50773E528E,0,122,122,122,14,8,0,
6CE5A30C5064331377A1B71E1671DCFC,0,489,489,489,11,0,1,1
D7615EA474D4DA9785D0C09AAFC2CD0E,0,82,82,82,14,,0,
B32B9B49419747FED767C4942DA42EFB,0,62,62,62,12,0,2,2
D5434CBEDCBD758FDB03495E5C191322,0,102,57,94,9,0,0,0
5A06B4FB19BFBF838B73B57297121379,0,1259,306,426,12,0,0,0
4C8DDCE9EC914EA21FBFF27A069D5E71,0,108,108,108,16,,2,
5D5895B1267014C54ECBE08864420979,0,61,61,61,12,1,0,
8320FC247A1967E7C0CDFC1502241310,0,167,122,167,12,,3,
85A10E488697EA6DCAC27D99D495C10E,0,90,90,90,13,0,4,4
1B8DB48C9705ACC67F6D901929B0A890,0,83,83,83,15,0,0,0
CB06B751DAD44BB7F228F8474686D404,0,62,45,62,9,0,2,1
9FEE80E475ED50AAF174B4F17563C16D,0,298,27,252,16,0,179,
5BA95E4FA4362D5F99476C368E767E00,0,65,65,65,12,0,1,1
F3CA6D208932C0BD365FE0D589038E1C,0,94,94,94,10,0,0,1
DAED6B0E3EEEEDE2779A2312B8174762,0,92,62,62,11,,1,
841A68D5D1F94857BEB64225193B2432,0,63,63,63,11,0,4,5
0B5947E4A35A4F1F66B88E13582340A7,0,74,69,74,11,60,0,
04165EA2996046BF44B478B53D1F8194,0,276,276,276,10,0,2,1
D03DB5B7CD510FC8309C5681588A7C8B,0,363,249,331,22,0,3,4
25777661D3D36C3E3656E98F29441CD8,0,130,72,72,16,0,1,
737A4B3FA732A68EB049B71E5CF15550,0,155,112,155,18,3,0,
25CDA81109184CF8A32DA1B7A6E3D993,0,186,186,186,13,0,12,13
71EA9B02B9A28A57EEEC43DFAA11C75E,0,105,93,93,11,0,4,4
DD28D9CF38C491D9B8FFAAF309320F3D,0,70,70,70,9,0,0,0
FC7A8023A3BA1C3D7257647D66A1AC9F,0,109,46,109,14,0,3,3
443EB89633FF8A0DB958E54B0088A2D6,0,67,67,67,8,0,0,0
6E887C53EAA1862BABB88774100BE8EF,0,355,124,124,10,0,5,5
653D68365BF38E8B3490946A0FC7FD2C,0,77,77,77,11,0,,
BB6C4D7A2D82582E250D1B1A8F859E32,0,139,85,85,9,-1,1,2
AE2481234246873FD177E4A420586B05,0,113,113,113,12,0,2,2
DA8E065F39BC1BB8FE83B8E9F162224D,0,92,92,92,11,-1,0,0
DF99347E3DE85ADD2061F98BBCC4CBE5,0,60,60,60,10,0,1,2
8D0EAD73C85E48D958042757FEBB37BC,0,202,202,202,11,,3,
3FE4671ADBE6333EC7C9E0E5A49E0D10,0,133,133,133,16,2,0,
F501A69E2CCC332BE2119CBE781B54B4,0,175,175,175,17,0,2,2
2FD36D4DBD27E9754B84E8322FF81415,0,74,74,74,13,,0,
B909E553481A3C9AD11258FBF6200D66,0,108,108,108,14,0,5,4
F652D8EE30C0457C07CBB2B794DF9C96,0,63,63,63,13,0,,
458ED5949D7749672DDC8A8CBC7A45AF,0,59,44,59,8,0,,
7DCE600F12C73291E7AA6EF815DB657B,0,62,62,62,14,0,1,1
8375B114AFAD8A31DE54283525108F75,0,1225,128,706,10,0,5,4
85BA81CA205F8D8F786495ED93FE3F92,0,63,63,63,14,2,1,
0CCC9C71BC84C8B2503B9EE93191D263,0,100,100,100,15,0,23,
C7FE9CCE94D88A610CDB2C53D3004AF0,0,199,151,151,16,1198,0,
45FB547C5857493104687C234EDCDE37,0,394,91,394,19,0,7,
C69167F944BB20CFF5B66A8FE6070604,0,136,72,72,14,646,1,648
3A18031D2051200FEDBE392EB42490A6,0,179,122,122,16,,0,
6F1D57406FB8BEF80DB1C15BD056C4B7,0,542,275,542,14,,1,
407F9E10B097ABA763F94C554180BEBE,0,314,148,148,12,,0,
985F451F66CBDE8F3D4AF608CDEF5B46,0,84,84,84,11,0,,
6B8035863BA8F90EDD28470F84922BB2,0,73,60,73,14,1,0,
C0743A2F03090C1DD1B53323E332C5DB,0,77,77,77,16,0,6,
882CBB110104131AC6672434F3EC9FCC,0,395,133,318,10,0,13,
22562B4EAEB582AABDEC394CDA2B3023,0,59,59,59,10,0,0,
74C5538FA4F9984289F0088723F7B694,0,220,220,220,6,0,,
21C77EB7A47823480BC90809AC502C1D,0,546,224,345,12,1224,,
6CA96EE379A70F6133629DD8E546041B,0,77,77,77,6,1,,
48C3F922E22657E619B06BE11763E782,0,139,139,139,6,0,,
12E5626928FE0885DEEF068683E8BD63,0,295,32,236,8,0,,
29067BC9FD2834DEF1F91A45AFE9ED6C,0,255,172,249,11,1,,
EF2E072F6D5F65F2FC21785102F4D830,0,1270,925,1270,9,0,-90769,36
76BEB16C02731A3EFC17A6F6D55F3CA0,0,80,79,80,8,0,,
53649082C25AB9A9CD1E394EBBA9CEF3,0,678,95,615,17,3,0,
784C00F8E76100184698B74AC489FD77,0,371,371,371,14,-2,1,0
202D0BD948032EF9BD2055F9FAC376DA,0,60,60,60,11,0,1,1
BB1E493E2EFA7A5DE87E04D5D8FBFC0D,0,122,122,122,11,,0,
77658D260DF82B3BB7B9DF495293BBF8,0,643,454,454,14,,0,
578C775FCD41BBF6A7028836090EF1D0,0,62,62,62,12,0,2,2
B7A127DE83D18B2709AE3149BA275910,0,718,326,326,17,,0,
F5AA12B1E19AD1665537A6BBE3FD676B,0,60,60,60,15,0,1,
8041E05E5422C53623460B04B135D134,0,67,55,67,14,,2,
F26EC6056E284FDDEA7771F203B6BB8F,0,130,29,130,13,345,,
945DE7C965AFB12E35C3C992CF9847E2,0,89,88,89,10,0,2,2
795BD0A5C9F63554D97DDAC0B7F116A0,0,226,87,87,16,0,6,
2BBBB993FCB4A3A3C59D2537202CA402,0,378,219,341,18,0,0,
3854B836FDA5CDA15382843A8EA25684,0,75,74,75,13,,1,
1D268E05DB8E109C120F9DE292DA9AA3,0,91,91,91,17,,0,
50EA05AC0E3950057E9588AF9B361A0F,0,59,8,59,11,283,285,285
106E569E2C783529C6941598B59E9743,0,82,82,82,12,,1,
62D374E00F3B0927D74063FBCF71CCA5,0,249,249,249,17,,5,
2E934EACBB472227E07E6D17B9EC55A0,0,132,73,132,14,,0,
BF117A1E25AC14A1F1F68D104AFEB18D,0,110,110,110,15,,0,
BFFD32AB8AC255F865D08EF36A578448,0,114,114,114,17,0,1,
6305D48210C65B46DA8BDB509F8FE8B3,0,90,90,90,14,0,2,2
EA94BAB47E100BD9B85264CEC6A0C8EF,0,82,82,82,10,-1,0,1
10288A0C02CFF052E0911819003430C0,0,268,227,229,11,0,9,9
C337446FADC0FB49C18BB3C9C86339B6,0,290,235,235,15,0,0,1
2647E2B707BE004C03EE487685B75C77,0,239,239,239,20,0,1,
FFB26287807A1F1571D57C8CB710B4C0,0,267,267,267,14,,1,
0A0B3A969C027FAED144D9E15F0A2375,0,95,95,95,14,0,5,5
C6612BDBF9E70C3C8A39B77FFA145CB8,0,263,165,165,18,1,0,3
C554BFB2BA21F1E72F31626298FF993E,0,92,92,92,13,,0,
FC46AD58407EF0D1DAA6281AB4DE03A1,0,115,115,115,13,4,0,
FBE5BE5E3836527EC27D14834D72B911,0,626,355,573,17,241,56,244
9FE14774A6A768A1C1BEBCE0DE0669A5,0,245,114,174,11,0,1,2
599AF3FC36DA95C0D1AC94FDD2886205,0,94,94,94,13,0,,
B6BDDFB45BBA423B571BD8B41F43EE41,0,97,97,97,8,0,,
28FB43E35F4C6EF3C517752E8003C030,0,1122,565,1052,18,599,4,601
0B80FE0B9AF69F6B040D6F48FFEB8A8B,0,179,51,179,10,0,3,3
2CCC2C66F8409A59FC7B5E2EE0B07123,0,94,94,94,10,0,5,4
40670948CCFD348CBF50D26257DB215E,0,61,61,61,10,0,,
7CDC52F058F406CC41FCDC16E464342A,0,863,200,863,12,1,2,1
ECB676BED33FDF42E1B0DCF234E1344B,0,81,81,81,10,0,2,2
FE481970EEB294A2315FAB9E7137C4EC,0,94,94,94,12,,0,
E8808298EB58EBCDBD87AC021925A5F9,0,505,177,342,15,,1,
E8EF9920D6437CA7E5AEAF580FFBD26D,0,116,115,116,16,1,1,
81D5B7A398025886388342CE7159C9C3,0,325,188,188,10,0,0,0
EEE628A485F44D66C44261AFA8FF8AEA,0,142,142,142,13,,0,
FEEAEF16683900608922225433583714,0,414,111,388,21,226,1,
07BF2220AEC9352DF006C0AF64733E0F,0,66,66,66,12,0,4,3
E6ED29C19B3023BCB6EAC2FF0C4EF678,0,164,164,164,17,0,2,
57036430EAE106C2B00D97400191304B,0,211,140,140,14,0,1,
4EF07A6716518183D75BD43775A86C47,0,96,96,96,12,0,6,5
0ADCAB98C7686603278BCDD71FE16CC8,0,235,235,235,21,0,3,
